"","CD3","CD4","CD8a","CD11b","CD14","CD15","CD16","CD19","CD20","CD25","CD27","CD28","CD34","CD45RA","CD45RO","CD56","CD62L","CD69","CD80","CD86","CD127","CD137","CD197","CD274","CD278","CD335","PD.1","HLA.DR","TIGIT","cluster.info"
"2693",338,710,0,11,3,6,3,2,5,4,417,52,0,160,5,4,53,13,0,4,31,1,10,0,37,1,6,6,2,"naive CD4 T"
"2694",515,4,3,8,4,2,0,2,4,0,35,0,0,41,10,4,6,0,1,1,11,0,4,1,5,1,1,5,0,"naive CD4 T"
"2695",6,4,10,84,7,5,460,5,9,6,3,17,0,1826,4,110,3,73,2,1,2,1,10,1,3,13,11,50,47,"NK"
"2696",591,1016,5,11,5,8,0,8,6,4,424,107,0,152,10,3,7,5,1,5,16,0,16,3,33,1,8,13,1,"naive CD4 T"
"2697",666,9,611,7,9,5,0,2,21,1,83,7,0,206,10,2,52,8,1,0,5,9,7,2,39,6,48,17,49,"CD8 T"
"2698",6,14,6,224,12,9,243,0,4,2,5,16,1,1118,0,66,5,10,0,1,3,3,3,5,8,44,6,14,13,"NK"
"2699",11,206,4,2922,422,16,2,7,17,3,5,7,0,9,65,6,26,12,4,252,5,4,6,3,4,6,3,377,2,"CD14 Mono"
"2700",20,125,7,1094,320,12,2,2,17,10,9,15,0,17,10,7,24,28,0,73,10,1,10,4,3,4,6,212,2,"CD14 Mono"
"2701",47,15,42,13,14,17,5,1906,1851,12,11,32,1,1863,8,6,3,5,5,6,9,8,12,17,11,15,9,868,8,"B"
"2702",22,181,0,1760,490,12,2,3,7,2,3,7,0,18,115,2,23,36,3,211,4,3,7,4,1,0,2,208,1,"CD14 Mono"
"2703",17,217,7,2102,600,17,3,5,16,7,5,17,0,30,90,9,15,30,1,157,2,4,12,5,8,4,9,404,2,"CD14 Mono"
"2704",175,83,41,1264,328,4,1,6,13,6,72,49,0,65,85,5,12,20,2,124,8,2,4,6,16,2,20,413,46,"CD14 Mono"
"2705",696,7,325,62,6,6,4,2,6,5,3,5,0,14,208,2,2,13,1,2,3,6,2,3,76,1,3,47,4,"CD8 T"
"2706",16,208,10,2717,723,21,1,3,20,6,11,13,0,55,76,1,31,17,1,221,9,2,12,3,9,4,9,476,4,"CD14 Mono"
"2707",19,212,6,3482,1039,23,2,6,8,6,12,12,0,31,113,1,30,12,0,151,3,7,7,2,7,3,4,68,7,"CD14 Mono"
"2708",8,5,81,195,11,13,394,2,7,5,2,17,0,1204,6,158,2,6,2,4,4,3,3,3,3,34,8,16,10,"NK"
"2709",887,1591,2,110,9,14,3,1,26,5,4,197,0,11,204,2,5,15,0,4,129,4,7,4,130,4,58,16,5,"mem CD4 T"
"2710",1,138,1,1138,455,12,0,3,4,4,1,7,0,18,27,5,5,15,2,111,0,4,5,2,3,0,0,933,0,"CD14 Mono"
"2711",1044,1673,6,18,9,19,1,5,4,84,4,315,0,16,92,3,197,9,3,1,190,2,6,3,41,6,8,10,1,"mem CD4 T"
"2712",281,4,61,5,11,9,2,3,2,2,316,80,0,536,1,4,9,15,0,1,8,2,24,5,31,4,3,9,1,"CD8 T"
"2713",25,120,18,2779,728,17,6,3,6,5,12,11,0,19,99,5,87,29,3,187,6,1,11,2,6,2,8,424,2,"CD14 Mono"
"2714",463,577,5,4,6,4,1,2,5,3,223,50,0,83,11,2,6,7,1,4,10,2,11,1,22,2,0,7,1,"naive CD4 T"
"2715",20,361,14,645,342,10,6,8,14,3,10,22,0,28,50,8,11,22,2,138,9,2,12,2,8,8,9,4038,4,"CD14 Mono"
"2716",803,1158,6,15,15,14,1,4,8,3,563,131,0,180,13,1,48,13,0,4,18,1,6,2,70,7,10,14,3,"naive CD4 T"
"2717",749,842,10,7,9,18,4,4,13,2,382,84,0,214,12,3,236,5,4,3,22,7,11,9,32,3,1,19,1,"naive CD4 T"
"2718",1041,1167,8,14,14,12,4,4,13,18,5,247,0,6,165,3,12,10,3,7,109,10,6,5,89,3,7,8,4,"mem CD4 T"
"2719",16,220,15,1758,530,7,1,2,6,4,5,7,0,69,24,7,9,10,2,195,7,11,5,0,7,8,6,1256,1,"CD14 Mono"
"2720",714,951,5,4,9,9,3,0,5,7,474,103,0,246,9,4,147,10,5,2,19,2,12,2,34,1,6,13,3,"naive CD4 T"
"2721",6,135,5,1018,76,9,6,2,8,1,6,9,0,19,51,2,3,6,2,188,5,2,8,3,7,2,3,1789,6,"CD14 Mono"
"2722",654,2,600,6,10,9,1,2,27,2,418,154,0,4,245,1,7,3,1,2,88,1,5,2,30,0,37,17,17,"CD8 T"
"2723",34,165,9,1456,905,18,4,7,9,10,9,33,0,34,50,3,19,22,6,278,8,4,11,6,12,3,4,2004,11,"CD14 Mono"
"2724",1014,1142,6,7,9,17,4,5,12,12,692,139,1,257,11,9,86,3,0,1,39,0,21,2,104,5,7,32,2,"naive CD4 T"
"2725",477,7,237,3,7,5,0,2,8,8,286,75,0,100,20,3,7,3,1,3,16,1,13,2,25,2,1,10,10,"CD8 T"
"2726",523,1031,6,25,8,5,6,4,7,4,0,10,0,42,51,1,4,12,1,3,23,2,10,0,160,3,68,20,6,"mem CD4 T"
"2727",17,191,2,126,11,9,1,4,6,5,2,10,0,81,15,28,34,24,2,66,5,1,10,1,5,2,6,1097,2,"DC"
"2728",12,179,3,873,425,20,3,8,12,4,5,16,0,810,7,6,28,11,3,221,1,3,5,6,10,2,6,1171,3,"CD14 Mono"
"2729",15,150,8,1316,642,19,9,3,12,4,5,6,0,64,19,5,3,14,1,197,5,2,8,2,3,6,7,1330,0,"CD14 Mono"
"2730",384,797,4,9,12,9,1,1,6,4,446,75,0,197,9,4,20,5,1,1,31,4,14,0,29,1,6,2,0,"naive CD4 T"
"2731",19,135,6,1926,709,13,4,3,13,8,5,14,0,31,25,9,11,28,1,100,6,4,8,9,7,3,7,268,4,"CD14 Mono"
"2732",4,175,4,1331,605,4,0,2,3,2,2,5,0,54,76,6,96,6,3,199,1,2,4,3,3,1,2,269,5,"CD14 Mono"
"2733",955,1097,10,5,11,14,1,7,10,7,625,145,1,173,9,7,74,7,6,3,48,4,20,1,64,10,8,17,2,"naive CD4 T"
"2734",707,1093,9,7,4,11,2,2,6,2,668,143,0,200,16,5,37,4,2,4,42,5,14,8,100,6,8,14,2,"naive CD4 T"
"2735",804,1037,4,8,11,10,3,4,9,4,568,106,0,136,12,5,27,10,1,1,52,1,16,1,56,3,4,17,2,"naive CD4 T"
"2736",697,817,4,5,8,8,5,1,5,5,373,87,0,175,11,5,8,3,1,0,10,3,19,2,48,7,2,10,2,"naive CD4 T"
"2737",9,131,7,2335,579,19,1,5,11,1,9,11,0,12,76,4,10,9,4,180,5,4,15,2,10,7,3,1420,5,"CD14 Mono"
"2738",12,6,6,209,8,5,42,4,9,4,108,17,0,1270,6,414,27,7,2,2,11,3,7,1,4,198,4,16,7,"NK"
"2739",664,672,6,10,10,10,1,2,10,1,353,59,0,147,14,3,9,10,2,3,20,0,11,2,32,4,5,10,4,"naive CD4 T"
"2740",4,12,4,39,26,14,1,515,812,4,3,13,2,346,7,7,12,15,3,13,1,4,14,1,2,2,4,1250,1,"B"
"2741",559,750,2,6,7,6,0,0,3,0,329,44,0,205,5,1,2,2,1,1,16,0,9,1,32,5,4,14,2,"naive CD4 T"
"2742",14,7,5,146,8,6,524,2,10,3,0,5,0,455,10,106,11,26,0,5,3,1,2,3,4,18,9,9,20,"NK"
"2743",12,68,4,689,286,12,1,3,3,3,6,3,0,7,20,2,5,8,6,84,5,2,3,0,3,0,1,426,2,"CD14 Mono"
"2744",5,142,10,2940,627,12,1,3,6,6,10,4,0,10,102,3,16,73,2,133,2,7,8,2,3,4,7,156,0,"CD14 Mono"
"2745",186,681,7,11,6,12,1,1,10,109,304,101,0,7,107,2,234,10,0,2,12,12,3,3,82,4,8,17,17,"mem CD4 T"
"2746",507,765,5,1,2,6,0,1,3,8,321,130,0,13,71,2,3,11,0,1,37,2,11,5,52,0,2,9,1,"mem CD4 T"
"2747",11,188,5,2467,509,12,6,6,12,7,6,8,0,8,146,2,33,64,1,154,4,4,2,5,6,2,6,62,4,"CD14 Mono"
"2748",13,100,7,1399,495,14,9,4,13,7,4,15,0,17,81,1,15,15,0,207,4,0,9,4,6,6,3,2091,3,"CD14 Mono"
"2749",613,2211,7,7,13,17,6,4,11,115,616,258,0,25,32,8,50,12,2,6,12,6,10,3,231,7,160,20,12,"mem CD4 T"
"2750",25,235,6,2715,529,26,0,3,19,9,5,14,0,13,111,5,105,18,4,242,6,1,15,3,2,3,7,462,2,"CD14 Mono"
"2751",1247,6,66,65,10,7,7,1,7,1,6,7,0,1208,3,14,2,14,2,3,6,4,7,2,46,6,22,16,67,"CD8 T"
"2752",673,1887,7,10,15,17,3,15,18,36,149,523,0,11,134,5,28,14,2,555,3,6,16,3,645,3,81,428,2,"mem CD4 T"
"2753",659,560,1,9,6,18,1,2,11,27,454,92,0,200,10,3,38,8,2,0,12,3,7,2,43,7,3,4,2,"naive CD4 T"
"2754",17,80,2,1574,287,9,1,7,3,3,5,16,0,40,44,4,134,19,2,219,5,1,6,6,5,0,3,232,5,"CD14 Mono"
"2755",13,213,12,2671,566,10,2,2,14,9,4,4,0,11,135,4,50,30,2,235,1,5,10,1,3,2,5,227,2,"CD14 Mono"
"2756",3,167,2,2135,568,13,1,1,9,6,3,5,0,3,74,1,12,48,1,115,0,4,6,5,5,4,9,406,1,"CD14 Mono"
"2757",22,144,7,2706,726,6,5,12,40,2,5,11,0,16,129,4,26,29,3,87,7,1,5,7,10,5,3,394,2,"CD14 Mono"
"2758",828,2052,6,11,9,9,2,6,11,3,8,17,0,16,274,8,4,6,2,2,5,3,9,7,230,2,63,57,1,"mem CD4 T"
"2759",923,1009,5,9,11,15,4,3,3,3,324,91,0,512,1,6,8,7,1,0,43,3,30,2,43,5,7,22,3,"naive CD4 T"
"2760",18,186,9,497,277,12,1,1,7,3,6,20,0,55,25,3,9,20,2,127,5,2,6,6,7,3,5,2288,6,"CD14 Mono"
"2761",698,1024,7,7,10,4,0,2,15,3,643,97,0,171,8,5,26,7,3,1,54,2,18,2,78,5,3,13,0,"naive CD4 T"
"2762",286,10,328,9,7,13,2,1,11,5,649,102,0,726,2,3,7,8,1,3,17,2,22,6,45,6,5,16,4,"CD8 T"
"2763",17,171,8,2957,825,23,3,2,14,13,7,8,0,16,71,9,9,13,2,146,5,3,10,7,5,5,6,206,1,"CD14 Mono"
"2764",621,889,6,4,4,5,0,1,6,2,413,62,0,414,5,3,7,6,1,1,7,4,31,5,26,6,5,14,3,"naive CD4 T"
"2765",11,112,4,481,282,5,2,3,5,5,4,11,0,34,20,1,32,16,0,225,4,2,7,2,4,0,6,92,2,"CD14 Mono"
"2766",24,205,6,115,6,6,1,1,5,3,6,9,0,19,52,4,41,12,0,76,1,1,5,3,3,2,4,1114,3,"DC"
"2767",380,728,4,9,11,8,1,8,9,10,775,153,0,180,13,5,52,10,1,4,11,2,14,4,41,2,3,19,1,"naive CD4 T"
"2768",6,64,1,39,37,6,41,6,1,2,5,7,0,322,8,5,4,4,3,160,1,2,3,1,4,0,5,89,1,"CD14 Mono"
"2769",13,393,12,3255,741,18,4,13,34,9,6,13,0,32,114,2,78,77,5,328,9,4,15,1,12,5,10,760,1,"CD14 Mono"
"2770",19,25,10,44,25,17,3,319,652,37,7,9,0,837,13,4,28,326,0,10,9,0,10,21,8,3,7,216,69,"B"
"2771",7,186,5,1401,116,17,98,3,5,6,3,5,0,102,103,6,2,13,0,369,4,1,9,5,3,1,4,586,3,"CD14 Mono"
"2772",3,3,2,74,11,5,427,1,6,3,3,7,0,207,12,56,2,73,1,3,3,0,5,1,24,5,0,7,14,"NK"
"2773",2,341,5,30,7,10,3,1,3,3,5,8,0,23,55,2,7,9,2,62,5,0,4,0,1,2,2,1180,1,"DC"
"2774",406,872,6,10,6,9,1,3,6,16,455,134,0,12,34,0,13,6,2,6,93,0,7,8,84,3,6,9,3,"mem CD4 T"
"2775",438,652,4,4,4,5,2,0,0,4,266,52,1,77,14,0,42,5,1,3,16,0,7,1,25,0,3,9,0,"naive CD4 T"
"2776",25,208,6,12,4,6,2,4,4,1,6,10,0,32,25,2,6,7,2,96,3,7,7,1,5,4,3,1251,4,"DC"
"2777",841,1032,8,8,8,11,3,5,7,67,441,175,0,11,173,3,171,12,2,3,37,5,9,3,49,7,4,9,36,"mem CD4 T"
"2778",502,1345,4,6,7,12,1,3,6,9,321,223,0,10,116,2,79,7,0,1,87,4,11,2,26,2,23,19,9,"mem CD4 T"
"2779",577,18,709,8,7,11,2,5,5,15,311,125,0,7,76,2,15,9,1,3,64,0,8,0,76,6,35,5,5,"CD8 T"
"2780",16,8,13,23,9,14,3,324,472,11,133,12,0,636,2,2,7,13,6,14,3,1,11,1,5,2,5,706,2,"B"
"2781",246,801,3,3,3,6,1,1,2,7,45,95,0,5,78,2,14,6,1,1,86,2,2,2,29,5,0,8,8,"mem CD4 T"
"2782",20,12,6,194,16,12,487,3,8,4,9,15,1,1287,2,123,3,18,1,3,7,1,10,3,29,122,3,31,3,"NK"
"2783",999,1727,6,9,7,12,5,5,8,2,782,205,0,67,54,4,45,11,1,2,41,3,14,3,118,8,8,11,3,"naive CD4 T"
"2784",29,258,17,2409,1017,28,4,4,27,9,18,27,0,71,69,13,32,32,8,313,5,13,12,5,7,8,10,779,4,"CD14 Mono"
"2785",12,266,11,2622,759,20,3,7,11,7,1,15,0,46,35,5,50,70,0,212,6,7,11,4,9,3,8,309,1,"CD14 Mono"
"2786",13,141,4,87,35,3,70,2,6,2,3,7,0,506,7,1,4,4,0,258,1,2,6,1,4,6,8,303,0,"CD14 Mono"
"2787",12,6,7,218,5,4,112,3,5,0,2,13,0,1157,0,223,2,5,0,1,2,0,3,0,9,17,4,11,3,"NK"
"2788",13,6,5,49,15,8,1,603,592,3,290,28,1,969,1,4,36,11,10,18,9,1,3,2,4,5,4,586,1,"B"
"2789",14,235,11,2427,754,16,1,6,10,7,2,17,0,10,116,4,31,48,2,191,1,7,10,3,5,1,7,117,3,"CD14 Mono"
"2790",16,140,6,1927,893,19,2,12,7,8,6,13,1,298,24,6,42,18,4,246,1,4,15,9,2,3,5,357,3,"CD14 Mono"
"2791",635,8,498,12,11,5,5,2,17,1,601,195,0,62,48,5,21,5,6,9,6,3,8,1,238,6,22,842,11,"CD8 T"
"2792",273,1177,4,6,8,8,2,3,5,10,408,151,0,5,115,1,10,4,2,3,93,3,4,2,29,4,4,17,1,"mem CD4 T"
"2793",7,158,7,2145,327,19,1,2,11,7,9,5,0,3,83,4,9,16,2,94,4,1,16,8,2,3,4,1147,1,"CD14 Mono"
"2794",340,548,2,6,2,0,1,1,7,2,325,53,1,141,6,1,8,4,2,3,23,0,7,2,26,4,0,3,1,"naive CD4 T"
"2795",1263,157,542,85,108,390,42,120,338,172,392,569,0,232,176,99,61,260,62,78,116,58,160,78,119,96,282,280,143,"CD14 Mono"
"2796",632,1322,9,4,11,9,3,0,19,5,347,135,0,15,140,4,2,10,0,1,157,4,6,4,45,7,20,14,0,"mem CD4 T"
"2797",274,388,3,8,5,2,2,3,2,1,248,42,0,117,3,3,4,2,0,0,38,1,9,0,19,2,0,3,0,"naive CD4 T"
"2798",675,976,10,6,7,7,2,7,6,13,264,165,0,13,177,3,9,4,6,2,20,6,15,0,86,4,37,8,33,"mem CD4 T"
"2799",1258,1022,4,7,16,12,1,2,6,1,609,137,0,209,9,1,118,5,3,4,96,2,9,2,95,5,11,14,2,"naive CD4 T"
"2800",1001,1331,15,13,7,9,3,5,13,4,618,281,0,15,211,3,7,7,1,4,39,8,8,3,105,5,90,54,69,"mem CD4 T"
"2801",327,1014,2,8,5,3,0,3,15,16,1,220,0,3,56,2,241,16,0,3,86,0,5,2,44,2,3,11,2,"mem CD4 T"
"2802",11,255,14,2474,578,15,11,10,19,6,6,23,0,69,134,8,9,34,3,320,4,3,16,8,13,1,13,1998,5,"CD14 Mono"
"2803",1077,1847,9,11,18,17,1,5,7,9,3,398,0,5,181,2,2,12,3,3,49,4,10,5,140,6,17,98,2,"mem CD4 T"
"2804",14,6,7,83,11,13,673,83,20,10,7,18,1,1898,5,228,9,5,2,2,4,4,10,2,12,38,9,16,12,"NK"
"2805",1029,1024,5,6,10,9,3,1,17,8,361,96,0,627,3,2,24,7,2,11,20,4,25,4,22,7,5,24,3,"naive CD4 T"
"2806",847,1530,11,6,8,14,1,7,11,7,6,460,0,6,253,3,5,4,2,4,80,2,10,4,157,3,6,20,3,"mem CD4 T"
"2807",456,5,302,14,3,9,2,2,11,4,313,132,0,15,88,3,5,5,1,1,173,1,1,1,26,2,10,16,0,"CD8 T"
"2808",694,1774,7,8,1,11,0,1,4,30,143,183,0,4,292,2,3,10,1,5,171,2,5,4,46,2,9,9,3,"mem CD4 T"
"2809",555,978,5,13,11,8,2,2,6,25,48,108,0,16,64,1,3,9,2,2,48,4,7,2,42,5,22,18,0,"mem CD4 T"
"2810",7,5,5,13,15,9,2,358,948,2,13,11,1,593,1,4,14,10,2,3,2,0,7,4,2,2,3,781,3,"B"
"2811",384,756,4,4,3,2,1,1,6,1,344,96,0,585,2,2,12,4,4,0,8,0,28,3,17,2,3,7,2,"naive CD4 T"
"2812",583,1119,2,8,4,13,4,3,7,0,3,169,0,200,10,1,0,8,3,1,166,4,3,3,24,2,7,11,0,"mem CD4 T"
"2813",10,254,14,2443,864,21,3,13,12,10,12,12,0,56,76,12,5,43,3,176,5,5,21,9,12,3,13,2034,2,"CD14 Mono"
"2814",651,916,5,8,12,6,0,9,7,3,460,71,0,246,2,0,42,6,1,5,55,1,13,7,34,7,3,13,2,"naive CD4 T"
"2815",392,1426,5,7,12,10,2,3,8,10,208,227,0,10,130,5,4,9,2,2,141,3,5,2,41,1,6,20,3,"mem CD4 T"
"2816",1,4,2,26,2,3,2,1,2,2,12,4,0,357,0,189,3,2,1,1,3,0,3,0,7,83,3,22,0,"NK"
"2817",19,235,17,1964,994,25,0,10,23,13,11,29,0,21,94,6,27,47,9,334,9,7,10,4,9,9,13,1160,5,"CD14 Mono"
"2818",828,874,3,8,9,13,2,6,7,6,471,85,0,143,14,1,18,7,0,2,26,1,18,1,40,3,5,20,3,"naive CD4 T"
"2819",497,34,559,9,10,7,2,3,9,2,495,49,1,297,7,2,14,6,2,1,24,2,11,2,41,4,2,19,3,"CD8 T"
"2820",791,2604,5,30,9,16,3,3,8,14,593,416,0,29,149,6,3,8,2,6,294,4,14,7,106,14,30,22,3,"mem CD4 T"
"2821",567,794,9,9,8,5,3,2,3,4,459,83,0,328,1,3,15,9,1,1,25,3,10,1,57,6,3,15,1,"naive CD4 T"
"2822",32,6,34,39,4,10,4,598,1053,9,231,19,0,1485,5,6,55,26,7,9,10,5,13,9,3,7,2,919,4,"B"
"2823",226,1063,5,5,6,7,1,3,4,6,2,125,0,7,126,1,1,16,1,1,91,6,4,1,33,1,1,9,2,"mem CD4 T"
"2824",452,953,9,7,6,10,0,1,6,3,564,101,0,183,11,1,34,5,1,3,71,1,9,1,53,2,3,13,2,"naive CD4 T"
"2825",36,523,21,3050,620,31,217,11,23,10,10,20,0,1219,125,6,20,17,5,605,7,6,17,3,13,12,9,1667,8,"CD14 Mono"
"2826",986,817,9,6,6,6,2,2,13,296,175,637,0,10,145,4,192,9,3,208,3,3,15,3,1279,2,22,19,1,"mem CD4 T"
"2827",21,106,10,2949,992,25,3,10,12,7,14,18,0,12,112,7,27,31,3,170,7,5,15,5,6,10,11,302,1,"CD14 Mono"
"2828",20,212,4,2946,800,18,4,2,5,10,5,9,0,7,103,4,25,73,0,12,7,5,8,2,4,2,7,325,3,"CD14 Mono"
"2829",478,757,6,14,11,4,3,2,10,2,607,72,0,382,4,4,16,6,0,2,60,2,10,3,51,6,6,13,2,"naive CD4 T"
"2830",18,102,6,3739,865,26,6,5,17,6,8,13,0,44,110,10,36,37,4,341,8,1,15,8,11,5,11,351,5,"CD14 Mono"
"2831",400,1124,4,12,15,6,3,4,9,3,304,97,0,138,19,3,22,9,1,2,22,3,18,3,35,2,3,17,1,"naive CD4 T"
"2832",446,808,1,4,6,5,1,0,7,2,381,89,1,177,9,2,17,10,1,2,27,1,9,1,28,3,2,19,2,"naive CD4 T"
"2833",1191,1573,7,16,15,12,1,7,9,8,560,214,0,10,334,2,2,12,2,2,68,2,9,2,117,4,158,22,49,"mem CD4 T"
"2834",455,936,1,8,9,11,0,4,12,5,506,59,0,205,12,2,25,3,1,2,65,2,11,3,40,5,0,12,1,"naive CD4 T"
"2835",634,1270,5,8,14,21,0,0,26,24,70,324,0,15,95,4,4,14,3,2,113,1,9,0,29,4,7,13,1,"mem CD4 T"
"2836",662,1407,3,9,13,9,0,2,8,19,751,220,0,62,46,3,67,4,3,0,68,0,8,2,30,2,8,9,2,"mem CD4 T"
"2837",638,1275,7,7,13,12,1,2,10,2,413,87,0,172,17,8,12,8,0,4,11,3,16,6,32,4,1,19,3,"naive CD4 T"
"2838",390,17,353,8,13,4,1,4,11,2,451,72,0,481,2,1,13,4,1,2,63,0,16,3,20,1,5,21,0,"CD8 T"
"2839",12,8,3,4,5,12,3,227,1168,3,3,14,1,633,5,3,3,19,2,3,2,5,16,3,7,4,4,674,5,"B"
"2840",13,163,6,2463,716,21,3,6,18,5,7,15,0,29,78,4,49,21,4,188,11,7,17,2,9,3,4,113,4,"CD14 Mono"
"2841",22,242,12,1215,623,18,5,2,13,8,11,18,0,34,80,5,6,40,4,274,6,6,7,7,10,2,9,1807,6,"CD14 Mono"
"2842",7,128,5,2337,526,13,5,7,4,4,5,14,0,28,94,3,21,16,0,207,3,2,10,3,3,7,8,387,3,"CD14 Mono"
"2843",6,3,5,6,8,16,1,550,1302,4,4,13,2,740,5,4,8,17,3,4,4,3,11,2,3,3,7,650,4,"B"
"2844",1,2,3,29,9,7,2,226,222,30,89,3,0,704,1,2,6,6,0,1,4,0,6,1,3,2,0,298,1,"B"
"2845",202,245,1,1,2,1,0,2,2,0,158,21,0,13,0,0,0,2,0,0,7,0,2,0,16,1,2,8,0,"naive CD4 T"
"2846",225,353,1,1,4,3,0,0,3,0,248,30,0,13,5,3,2,3,0,2,11,1,6,1,27,2,3,6,0,"naive CD4 T"
"2847",494,4,279,12,11,3,0,7,3,5,219,108,0,161,9,3,15,5,0,2,71,1,6,4,75,5,12,8,15,"CD8 T"
"2848",16,9,3,305,13,14,690,4,7,11,3,11,2,2393,4,282,0,55,0,2,5,9,13,9,1,45,4,18,9,"NK"
"2849",733,11,10,14,7,9,1,4,28,0,2,10,0,1532,2,4,5,10,2,2,3,3,7,6,16,5,5,35,44,"CD8 T"
"2850",61,945,36,6819,2448,70,15,68,373,25,21,38,0,274,199,16,51,77,14,680,18,9,40,16,26,17,31,7872,10,"CD14 Mono"
"2851",20,218,13,2958,1011,22,5,7,12,13,11,26,0,23,125,8,13,24,10,299,10,7,10,2,8,8,7,1183,4,"CD14 Mono"
"2852",29,8,17,25,14,27,2,927,1530,20,245,15,2,1369,4,3,12,30,6,8,1,4,22,8,13,7,7,670,3,"B"
"2853",1021,1225,11,11,14,7,4,8,7,4,881,146,2,787,1,5,21,11,2,1,81,0,17,4,117,7,12,13,6,"naive CD4 T"
"2854",1159,1047,4,6,8,9,1,3,10,11,581,115,0,344,7,4,173,8,4,3,57,2,13,6,39,4,2,19,1,"naive CD4 T"
"2855",5,5,2,39,3,2,1,0,11,65,4,9,0,483,2,9,42,16,0,0,33,1,3,3,6,9,1,9,2,"DC"
"2856",22,469,14,2396,1100,15,3,4,9,5,9,15,0,217,28,5,60,21,5,182,6,5,15,3,14,7,8,617,2,"CD14 Mono"
"2857",850,1225,5,8,9,10,3,5,8,5,691,150,1,582,3,3,34,9,4,4,66,1,12,4,62,3,3,13,4,"naive CD4 T"
"2858",509,1423,1,7,16,16,1,1,33,3,112,174,1,7,192,4,37,13,1,5,80,3,8,3,58,4,22,11,3,"mem CD4 T"
"2859",388,830,1,8,9,8,0,2,4,9,286,69,0,84,9,1,5,3,0,1,15,1,12,1,37,2,1,12,0,"naive CD4 T"
"2860",815,1614,4,69,19,10,5,2,8,1,5,59,0,12,171,7,1,11,0,4,65,4,14,3,137,2,75,35,1,"mem CD4 T"
"2861",412,16,502,10,12,9,1,1,5,0,483,76,0,455,6,1,22,11,0,5,15,0,10,3,69,3,6,14,0,"CD8 T"
"2862",370,711,3,12,7,2,2,8,11,25,243,126,0,4,91,1,42,7,0,0,4,2,5,2,86,1,12,7,1,"mem CD4 T"
"2863",611,910,2,11,14,11,1,1,7,7,410,68,0,193,11,1,20,5,1,4,14,4,17,1,25,5,4,14,0,"naive CD4 T"
"2864",23,159,16,2805,863,15,8,6,11,15,5,26,0,33,141,33,17,24,8,159,12,4,12,6,5,4,10,425,3,"CD14 Mono"
"2865",789,1247,2,5,8,8,2,4,6,3,441,186,0,5,134,2,70,17,1,2,122,2,3,3,81,3,6,30,2,"mem CD4 T"
"2866",984,1322,5,12,8,11,4,1,12,5,770,185,0,29,66,2,75,10,0,4,49,4,16,3,159,11,8,12,1,"naive CD4 T"
"2867",8,9,6,14,3,13,4,408,800,0,4,14,2,1185,3,1,6,11,1,2,4,3,12,3,5,7,8,296,5,"B"
"2868",398,16,533,8,13,10,1,3,6,4,486,41,0,394,6,1,13,5,0,0,39,1,18,5,34,8,3,10,3,"CD8 T"
"2869",880,1199,7,8,11,10,3,3,6,33,95,362,0,6,149,4,40,19,1,1,177,2,9,5,57,3,5,18,0,"mem CD4 T"
"2870",574,1365,10,11,10,10,3,8,12,4,287,206,0,5,134,1,3,14,2,6,230,1,7,1,47,6,7,12,1,"mem CD4 T"
"2871",6,7,3,7,11,4,2,366,613,3,1,10,0,403,7,1,14,8,1,6,3,4,12,4,5,2,2,645,5,"B"
"2872",20,177,9,2483,953,15,1,5,12,11,7,19,0,42,85,4,95,43,5,318,2,5,12,4,7,8,4,673,2,"CD14 Mono"
"2873",585,1081,3,17,3,9,2,1,13,2,74,100,0,27,45,3,3,3,1,4,42,0,6,2,58,6,30,12,1,"mem CD4 T"
"2874",776,1108,6,8,12,12,5,2,11,9,747,98,0,371,10,2,82,10,2,4,118,2,22,1,53,5,4,18,4,"naive CD4 T"
"2875",407,1405,2,6,10,8,2,5,20,1,2,196,0,1,129,2,7,5,2,2,115,1,3,4,101,3,65,6,2,"mem CD4 T"
"2876",12,7,24,18,16,22,2,949,2127,13,9,25,3,1172,5,6,29,29,4,10,7,2,13,2,9,5,14,3358,5,"B"
"2877",398,3,413,7,7,3,2,3,6,0,485,76,0,322,9,1,24,2,1,3,54,2,13,1,14,5,4,7,0,"CD8 T"
"2878",25,210,9,2935,835,17,2,1,11,4,6,12,1,14,93,5,21,44,2,239,10,4,12,6,6,5,7,429,8,"CD14 Mono"
"2879",815,1869,1,16,14,7,4,5,12,7,343,278,0,14,280,3,2,9,0,11,13,3,14,6,202,3,115,54,23,"mem CD4 T"
"2880",406,776,5,13,8,9,0,2,4,2,375,66,0,184,6,5,5,9,3,0,11,2,9,3,22,5,6,12,0,"naive CD4 T"
"2881",686,1288,2,6,10,8,3,4,9,34,464,162,0,185,14,2,404,6,1,2,26,3,14,3,50,4,8,24,0,"naive CD4 T"
"2882",804,900,2,8,13,12,4,2,6,5,579,83,0,225,3,2,11,7,1,2,38,1,11,1,44,0,2,14,0,"naive CD4 T"
"2883",812,1147,8,7,10,7,3,2,13,21,449,192,0,8,248,4,61,9,0,2,60,4,18,2,56,7,10,17,6,"mem CD4 T"
"2884",19,15,9,8,11,13,1,517,1606,4,1,8,0,609,5,2,8,4,1,5,3,4,11,10,12,3,6,657,3,"B"
"2885",1341,2015,7,59,17,14,1,9,47,11,188,240,0,46,130,5,3,31,2,9,81,0,6,4,119,4,10,13,2,"mem CD4 T"
