"","CD3","CD4","CD8a","CD11b","CD14","CD15","CD16","CD19","CD20","CD25","CD27","CD28","CD34","CD45RA","CD45RO","CD56","CD62L","CD69","CD80","CD86","CD127","CD137","CD197","CD274","CD278","CD335","PD.1","HLA.DR","TIGIT","cluster.info"
"1338",987,900,2,13,10,9,3,4,6,3,504,80,1,503,7,4,27,13,4,6,23,6,21,1,27,3,5,17,2,"naive CD4 T"
"1339",4,12,3,9,5,13,2,348,2415,3,4,10,0,1792,9,4,5,21,2,2,2,6,8,4,8,3,2,548,0,"B"
"1340",4,73,7,601,238,2,4,2,4,2,4,11,0,8,32,0,7,3,2,100,3,2,5,3,5,1,2,363,1,"CD14 Mono"
"1341",6,3,9,189,16,16,337,2,6,4,3,15,0,1380,2,181,5,19,1,2,1,1,9,2,7,55,4,20,6,"NK"
"1342",598,646,3,7,8,10,2,1,13,4,407,53,0,129,11,1,13,1,1,3,42,2,11,1,33,4,4,7,2,"naive CD4 T"
"1343",358,841,3,9,10,10,2,0,5,3,88,161,1,11,130,1,0,11,0,2,11,2,6,3,16,6,13,41,1,"mem CD4 T"
"1344",391,1179,9,22,11,9,2,2,11,11,185,173,0,9,121,7,2,8,1,2,117,5,10,2,39,4,20,12,6,"mem CD4 T"
"1345",7,275,2,12,10,12,0,5,4,9,2,18,0,833,6,8,26,9,1,18,1,1,7,2,5,4,2,692,2,"DC"
"1346",904,1427,8,12,16,5,3,3,20,7,716,122,0,93,29,2,141,10,0,4,68,5,24,1,147,4,6,18,5,"naive CD4 T"
"1347",163,425,2,3,4,8,1,1,7,2,151,81,0,0,52,0,4,6,1,2,36,3,1,0,7,0,0,5,0,"mem CD4 T"
"1348",399,960,5,374,12,11,254,1,19,12,105,185,2,1782,82,83,10,25,5,3,120,1,10,11,34,145,6,17,13,"NK"
"1349",599,9,329,8,15,10,1,4,9,4,870,79,0,352,8,1,15,8,1,4,66,3,10,3,121,2,6,23,1,"CD8 T"
"1350",739,1537,7,6,10,17,2,5,13,25,580,247,0,10,169,6,1,12,2,5,190,0,8,3,105,4,43,26,4,"mem CD4 T"
"1351",411,1197,3,10,16,5,1,5,12,7,539,199,0,8,138,2,15,5,3,1,107,3,9,8,29,7,2,15,1,"mem CD4 T"
"1352",702,1838,7,12,18,11,3,6,8,19,141,275,0,3,239,3,8,38,2,4,277,5,7,0,97,11,16,14,4,"mem CD4 T"
"1353",8,7,7,15,14,7,1,334,1016,26,99,12,0,487,2,2,13,47,2,3,4,1,10,2,5,3,6,249,4,"B"
"1354",22,301,15,1723,887,15,4,10,18,14,16,18,0,46,73,4,23,20,2,378,6,4,18,3,6,3,8,903,6,"CD14 Mono"
"1355",676,9,747,11,12,10,5,2,12,2,734,7,0,37,88,5,6,13,1,4,72,1,10,6,36,0,14,22,2,"CD8 T"
"1356",9,165,12,1488,774,15,1,6,13,6,5,10,0,33,129,3,5,13,3,220,6,1,11,2,4,1,4,1051,4,"CD14 Mono"
"1357",9,7,7,78,10,3,207,6,1,2,4,2,0,601,6,167,1,15,1,2,2,0,3,0,7,95,3,24,4,"NK"
"1358",36,11,24,516,11,7,59,4,22,4,17,31,1,2270,2,101,2,138,0,5,4,4,15,4,27,26,5,30,4,"NK"
"1359",521,884,8,10,10,9,5,3,10,17,488,97,0,104,28,3,7,8,3,2,21,1,3,2,14,7,3,23,4,"naive CD4 T"
"1360",1609,2011,11,14,12,22,1,2,14,29,682,177,0,166,125,1,46,10,1,4,82,4,9,7,58,3,49,20,7,"mem CD4 T"
"1361",651,1219,11,6,8,13,3,4,7,3,689,171,1,322,13,3,41,8,0,3,41,3,13,1,57,5,5,13,1,"naive CD4 T"
"1362",354,828,4,10,12,8,1,15,18,5,401,136,0,5,112,5,31,8,3,2,34,5,3,2,68,3,26,15,1,"mem CD4 T"
"1363",767,1324,21,11,8,35,4,11,25,11,225,330,0,19,193,11,11,12,5,6,64,5,26,16,59,11,25,29,10,"mem CD4 T"
"1364",13,10,11,198,15,10,790,4,12,4,3,12,0,1285,2,168,5,27,3,5,6,7,6,4,8,50,8,8,3,"NK"
"1365",10,9,10,74,6,8,389,5,6,3,4,12,0,594,4,258,0,4,0,3,3,3,6,3,6,30,4,12,6,"NK"
"1366",15,169,4,3511,917,15,8,6,17,10,4,13,0,6,154,5,7,31,1,157,4,10,8,5,5,6,4,174,4,"CD14 Mono"
"1367",707,1358,9,9,4,6,5,2,12,14,214,207,0,12,113,5,11,18,2,8,20,6,1,2,86,5,30,13,1,"mem CD4 T"
"1368",1232,10,5,170,10,12,16,3,11,4,4,14,0,835,1,39,2,12,1,4,6,2,9,6,10,4,5,21,31,"CD8 T"
"1369",433,950,2,21,9,11,6,4,5,15,4,144,0,5,240,4,9,7,2,7,37,2,3,4,84,3,2,21,3,"mem CD4 T"
"1370",806,1568,11,12,10,11,6,3,17,250,863,276,0,10,172,2,53,10,1,3,13,4,16,5,1041,7,11,25,28,"mem CD4 T"
"1371",1993,2371,7,14,20,23,4,3,5,8,1252,267,0,773,15,6,248,12,4,1,77,3,28,5,98,5,9,27,0,"naive CD4 T"
"1372",1,22,1,438,98,0,1,0,3,0,3,1,0,5,5,0,4,2,2,69,1,1,0,1,0,0,1,126,0,"CD14 Mono"
"1373",26,14,5,156,17,10,638,82,13,8,6,15,1,1767,5,216,3,28,1,4,4,8,9,5,4,37,3,30,38,"NK"
"1374",14,13,109,78,13,10,819,5,7,11,3,22,1,1663,8,311,246,13,3,2,6,3,8,3,6,231,4,25,42,"NK"
"1375",1017,1665,7,14,11,10,3,3,8,38,767,267,0,100,31,8,157,6,5,7,65,4,34,1,97,6,4,9,4,"naive CD4 T"
"1376",703,1282,13,5,16,12,0,3,9,5,632,191,0,15,115,3,24,7,4,5,116,2,9,3,140,7,14,8,24,"mem CD4 T"
"1377",319,877,9,7,6,4,5,1,3,11,16,233,0,6,172,1,4,10,3,1,17,4,6,3,55,3,5,25,0,"mem CD4 T"
"1378",1095,13,722,10,12,8,3,1,7,0,573,80,0,10,238,5,3,12,0,3,4,6,17,2,159,5,92,38,62,"CD8 T"
"1379",681,8,533,68,16,9,2,1,9,4,3,17,0,1495,3,26,3,11,4,5,4,2,15,1,56,6,12,14,24,"CD8 T"
"1380",16,4,4,34,11,4,3,193,866,10,24,5,2,556,6,6,49,10,2,9,5,3,5,1,13,3,6,675,0,"B"
"1381",22,126,17,3529,905,18,3,7,17,10,10,9,0,13,183,3,24,94,2,170,5,2,13,3,8,5,5,96,6,"CD14 Mono"
"1382",304,990,8,27,15,8,1,3,17,3,164,105,0,46,25,2,8,7,0,4,34,4,6,0,65,3,18,26,6,"mem CD4 T"
"1383",652,1075,8,9,13,10,3,3,16,6,562,123,0,185,16,2,72,4,2,3,42,0,7,3,39,6,4,14,2,"naive CD4 T"
"1384",804,999,8,8,6,8,3,5,9,2,431,124,0,392,8,4,14,6,0,5,23,2,24,1,28,9,5,10,0,"naive CD4 T"
"1385",38,271,12,3191,1177,19,6,7,13,7,13,13,0,34,96,4,26,26,3,196,6,4,8,11,9,12,14,569,2,"CD14 Mono"
"1386",723,957,3,3,11,8,0,7,15,6,575,97,0,407,8,3,6,4,5,1,18,2,9,2,18,5,6,21,0,"naive CD4 T"
"1387",1336,1488,12,11,10,14,4,4,16,5,618,138,2,610,8,3,282,11,2,4,62,2,22,3,46,3,7,17,4,"naive CD4 T"
"1388",524,1604,12,6,21,10,4,3,22,46,1,206,0,14,130,5,2,14,3,2,115,3,4,0,42,5,13,25,4,"mem CD4 T"
"1389",9,100,3,1325,335,8,2,4,11,7,5,6,0,12,58,1,3,11,1,125,5,1,5,2,4,2,4,395,1,"CD14 Mono"
"1390",955,1175,7,12,9,16,1,2,8,3,693,94,1,540,7,4,11,20,2,4,42,0,18,3,62,7,4,19,1,"naive CD4 T"
"1391",856,4,419,11,9,10,3,0,10,0,631,51,0,464,8,5,20,7,1,5,33,3,17,2,23,2,4,10,1,"CD8 T"
"1392",492,1082,5,6,13,6,3,2,4,9,286,134,0,10,57,7,7,7,0,2,88,4,8,11,23,1,4,21,1,"mem CD4 T"
"1393",32,26,12,266,20,30,29,440,696,56,109,35,3,3411,6,330,21,42,6,5,5,4,13,3,10,18,10,810,48,"B"
"1394",544,8,243,7,5,5,1,4,27,2,136,170,0,12,178,4,23,19,3,0,22,11,11,4,89,0,49,33,30,"CD8 T"
"1395",683,1917,5,12,19,12,3,5,15,4,3,231,0,81,51,4,6,12,2,2,77,4,12,1,94,5,38,18,2,"mem CD4 T"
"1396",9,139,6,2068,540,15,3,5,6,4,6,6,0,40,75,5,45,35,0,383,3,4,11,2,1,7,4,192,0,"CD14 Mono"
"1397",18,69,2,2128,319,11,2,8,3,7,5,11,0,12,60,3,46,28,0,164,4,0,5,3,2,1,3,189,1,"CD14 Mono"
"1398",1671,10,291,113,10,16,11,3,13,5,3,29,1,2157,4,136,3,10,3,5,4,2,12,5,5,16,9,30,74,"CD8 T"
"1399",13,192,16,3190,753,12,2,5,13,12,13,16,0,11,91,3,24,21,3,162,7,9,10,3,4,4,9,268,2,"CD14 Mono"
"1400",27,98,13,3568,836,16,4,10,39,8,11,18,0,25,124,1,40,54,1,223,6,7,12,6,10,5,6,380,1,"CD14 Mono"
"1401",233,7,517,196,11,6,3,1,10,8,1108,10,0,116,26,4,0,37,1,3,32,4,7,2,21,5,32,8,3,"CD8 T"
"1402",1017,919,7,6,7,8,1,2,6,7,508,100,0,270,7,5,5,11,1,3,45,1,19,8,60,4,3,10,1,"naive CD4 T"
"1403",686,877,5,12,10,8,2,3,7,3,457,91,0,293,5,3,38,7,1,3,62,6,13,1,62,0,5,16,2,"naive CD4 T"
"1404",961,6,1032,87,10,10,1,3,10,7,468,193,0,141,34,4,21,7,2,3,172,2,4,3,34,4,6,29,8,"CD8 T"
"1405",18,193,11,2503,1286,18,2,11,14,10,8,20,0,110,24,3,14,19,5,307,8,6,12,4,10,2,8,980,3,"CD14 Mono"
"1406",623,898,5,5,11,9,0,1,3,0,182,177,0,5,62,3,20,6,2,1,5,4,6,2,518,1,97,8,8,"mem CD4 T"
"1407",12,165,12,1991,611,13,4,7,15,4,6,15,0,76,59,5,61,13,1,249,12,4,5,0,9,4,3,999,3,"CD14 Mono"
"1408",579,860,6,6,1,5,4,3,5,7,130,129,0,17,54,3,2,12,1,3,51,2,11,1,25,2,16,13,3,"mem CD4 T"
"1409",11,99,5,1176,224,11,1,1,13,3,6,3,0,70,20,54,62,15,1,135,3,0,5,1,7,1,2,694,0,"CD14 Mono"
"1410",30,336,6,2454,557,21,1,6,5,7,7,12,0,42,66,5,32,34,1,242,2,4,20,1,3,4,6,1053,4,"CD14 Mono"
"1411",961,5,155,13,14,8,3,2,6,4,439,241,0,20,121,23,4,12,2,3,54,1,11,0,32,1,3,11,2,"CD8 T"
"1412",1106,1189,6,13,16,13,1,7,14,1,484,189,0,13,80,3,12,4,0,7,36,6,33,9,38,5,24,19,13,"mem CD4 T"
"1413",566,1264,4,7,9,9,1,4,5,4,848,242,0,4,95,5,24,15,1,4,132,4,12,4,95,2,22,10,2,"mem CD4 T"
"1414",544,1133,4,11,11,13,1,2,11,5,572,179,1,224,7,0,12,4,0,4,133,2,11,5,73,5,9,20,3,"naive CD4 T"
"1415",29,157,4,4122,822,30,1,7,15,13,6,15,0,23,127,5,44,48,3,125,5,7,12,11,5,9,7,292,5,"CD14 Mono"
"1416",963,959,7,8,5,21,3,5,6,75,439,177,1,15,182,4,108,7,2,3,1,12,6,6,172,5,16,45,19,"mem CD4 T"
"1417",412,1350,2,7,14,12,5,2,3,14,467,193,0,14,101,4,16,23,1,2,93,1,8,6,115,5,12,18,2,"mem CD4 T"
"1418",11,5,3,162,18,4,334,3,11,5,2,10,0,554,9,370,2,8,0,0,4,1,7,8,40,14,2,73,25,"NK"
"1419",608,2,568,7,6,9,1,5,3,3,572,19,0,8,174,0,2,7,2,4,5,9,7,5,61,0,60,50,110,"CD8 T"
"1420",9,184,5,2241,640,16,2,7,8,6,7,8,0,60,43,7,29,12,1,272,6,2,12,5,5,4,4,281,1,"CD14 Mono"
"1421",24,20,19,9,11,18,1,951,785,9,7,32,3,1646,6,4,21,44,3,25,7,2,11,3,7,8,8,1979,3,"B"
"1422",20,238,8,1873,518,16,4,7,9,10,9,7,0,25,109,9,18,7,2,211,5,10,5,6,3,7,10,807,3,"CD14 Mono"
"1423",409,3,338,11,13,9,1,3,19,4,355,143,0,63,90,5,20,10,3,4,46,2,6,6,62,6,27,10,8,"CD8 T"
"1424",1101,1559,12,21,9,22,6,4,16,92,1480,446,0,11,331,10,89,8,5,3,18,7,15,4,902,4,59,116,68,"mem CD4 T"
"1425",15,270,5,3035,841,17,1,2,7,11,14,9,0,15,124,4,32,16,0,272,5,9,14,4,4,6,5,490,0,"CD14 Mono"
"1426",1375,10,790,8,9,9,0,3,2,9,335,97,0,64,135,3,3,14,3,6,12,2,8,6,109,2,6,57,45,"CD8 T"
"1427",514,3,289,3,11,7,0,1,9,1,475,69,2,592,3,4,12,8,1,3,39,5,17,1,22,3,3,11,1,"CD8 T"
"1428",501,1091,5,15,13,14,0,2,5,4,444,181,0,364,9,5,26,6,2,1,15,1,10,4,48,3,5,25,5,"naive CD4 T"
"1429",13,155,13,2062,984,14,4,5,18,11,4,19,0,49,55,5,37,36,2,214,7,6,10,2,7,3,9,951,4,"CD14 Mono"
"1430",487,1743,5,36,10,6,1,1,3,14,116,251,0,10,236,4,10,12,1,4,160,0,9,5,61,4,8,19,2,"mem CD4 T"
"1431",1319,2064,13,15,13,20,7,5,5,9,1044,228,1,609,17,6,94,10,4,8,114,7,24,5,90,3,8,20,0,"naive CD4 T"
"1432",13,149,10,2473,1224,22,5,2,10,9,2,18,0,6,65,3,60,23,1,222,7,7,8,3,3,4,5,405,2,"CD14 Mono"
"1433",21,87,8,2451,681,15,11,33,70,5,11,16,2,37,75,4,54,52,1,134,6,2,7,6,6,7,5,162,2,"CD14 Mono"
"1434",308,1115,6,2,6,8,2,0,11,3,417,129,0,10,190,4,0,10,0,3,67,5,3,3,21,2,10,16,4,"mem CD4 T"
"1435",1,35,4,2622,570,21,4,5,11,3,6,3,0,6,54,2,9,30,3,29,2,1,7,3,5,1,7,47,0,"CD14 Mono"
"1436",412,627,2,1,2,1,0,2,0,0,310,61,0,261,3,0,12,4,0,0,27,0,6,0,40,4,0,3,0,"naive CD4 T"
"1437",408,679,10,5,5,8,1,2,4,1,391,48,0,133,7,1,13,9,0,2,19,4,9,2,29,1,4,14,2,"naive CD4 T"
"1438",17,163,10,2913,886,19,5,6,13,11,2,21,0,31,94,4,26,68,1,179,6,3,11,13,9,2,7,385,4,"CD14 Mono"
"1439",1551,1633,293,88,14,34,6,10,15,454,1514,563,0,140,244,5,399,12,7,7,6,20,16,6,1991,9,72,602,80,"mem CD4 T"
"1440",2,36,5,595,234,3,0,1,0,1,3,4,0,3,22,1,8,2,0,36,1,1,3,2,1,2,1,134,1,"CD14 Mono"
"1441",457,1064,1,10,8,8,2,4,7,11,434,149,0,4,133,1,12,9,4,2,45,1,5,6,51,4,40,13,13,"mem CD4 T"
"1442",24,225,6,16,14,13,56,8,9,4,8,16,1,1875,4,4,2,10,3,161,4,11,5,5,12,3,11,598,4,"CD14 Mono"
"1443",15,6,22,22,14,34,4,68,1047,13,9,20,1,591,11,4,16,10,5,5,5,4,17,4,17,10,23,650,4,"B"
"1444",766,7,794,9,10,11,2,1,9,4,382,20,0,110,39,2,3,8,0,4,3,4,6,1,76,3,55,23,14,"CD8 T"
"1445",503,4,922,7,11,7,0,7,6,0,514,88,2,724,2,2,36,16,2,7,49,0,9,5,42,5,5,6,2,"CD8 T"
"1446",6,6,5,118,6,3,465,0,6,6,1,16,0,649,1,8,2,16,3,4,5,3,3,0,7,69,4,11,3,"NK"
"1447",5,6,5,69,12,5,99,2,2,5,6,5,0,753,6,63,2,46,2,2,5,1,4,2,13,8,2,14,7,"NK"
"1448",277,830,2,9,4,6,1,5,2,50,548,224,0,6,141,4,32,7,5,1,26,5,4,1,348,3,23,43,28,"mem CD4 T"
"1449",764,1281,6,7,10,12,3,3,10,7,321,118,0,38,50,1,12,7,2,5,84,3,24,10,31,5,2,12,3,"mem CD4 T"
"1450",316,1163,4,7,11,7,3,3,8,5,83,186,0,8,310,4,2,11,1,5,103,1,5,2,117,5,4,7,1,"mem CD4 T"
"1451",904,1442,2,5,11,6,9,3,7,19,549,108,0,96,41,3,101,7,3,2,62,3,7,3,53,5,8,15,2,"naive CD4 T"
"1452",1329,1566,11,11,8,17,3,3,8,5,627,175,1,683,13,7,99,10,1,4,44,4,22,2,103,8,8,17,4,"naive CD4 T"
"1453",6,164,14,3165,968,13,7,5,17,3,4,12,0,12,145,5,24,46,0,290,1,3,13,3,9,7,9,308,5,"CD14 Mono"
"1454",279,1163,5,3,7,8,1,3,8,18,476,200,0,4,132,7,32,7,1,2,122,6,2,3,73,6,5,23,2,"mem CD4 T"
"1455",448,807,9,10,11,2,4,4,8,3,486,77,0,333,7,0,13,10,1,1,28,1,16,0,38,2,6,11,0,"naive CD4 T"
"1456",65,258,5,7,8,7,3,1,7,3,11,13,0,82,18,1,21,8,1,55,4,1,10,1,6,2,1,1096,0,"DC"
"1457",463,1498,6,14,13,6,4,5,12,10,664,111,0,137,24,2,45,18,2,4,39,3,19,0,48,4,9,20,1,"naive CD4 T"
"1458",12,67,10,2593,592,22,2,9,15,14,5,20,0,10,85,2,25,28,1,105,10,4,13,4,7,7,6,110,3,"CD14 Mono"
"1459",24,71,0,1,3,0,1,0,0,0,33,6,0,1,14,3,0,1,1,0,6,0,0,0,5,1,2,1,0,"DC"
"1460",408,1051,7,23,9,5,0,1,7,2,160,96,0,11,186,2,3,5,2,2,139,2,4,0,27,9,37,9,2,"mem CD4 T"
"1461",843,7,945,163,15,12,6,7,7,4,3,11,0,35,124,3,3,8,1,5,5,0,6,5,83,9,7,29,14,"CD8 T"
"1462",2,5,2,1,0,2,1,0,1,2,2,1,0,193,0,1,8,16,0,1,0,0,0,2,1,1,0,187,1,"DC"
"1463",1022,1283,15,4,12,21,2,5,10,5,506,146,0,384,11,3,260,6,2,3,22,6,23,3,71,5,7,16,1,"naive CD4 T"
"1464",34,350,13,1636,532,12,3,11,12,6,15,23,0,57,85,2,73,18,2,210,12,1,15,3,8,2,4,1466,1,"CD14 Mono"
"1465",1126,1087,14,4,6,11,2,4,5,8,465,128,0,109,33,5,194,11,5,5,29,3,13,2,41,6,5,14,0,"naive CD4 T"
"1466",1109,2214,12,13,12,14,4,8,18,8,797,269,0,430,151,5,170,10,3,2,65,6,35,6,147,7,68,14,23,"mem CD4 T"
"1467",174,548,2,3,5,6,3,3,4,4,193,78,0,79,19,1,12,4,3,2,11,1,5,1,30,1,5,8,0,"naive CD4 T"
"1468",718,983,10,7,10,10,3,0,13,4,425,87,0,285,4,6,4,5,4,1,19,6,21,3,32,2,5,16,2,"naive CD4 T"
"1469",19,363,14,2041,596,37,10,11,15,14,7,36,0,43,190,8,13,22,8,237,8,6,20,6,11,12,12,7074,5,"CD14 Mono"
"1470",833,7,622,96,12,7,1,6,5,2,137,6,0,9,144,3,5,5,2,3,2,3,7,5,165,2,13,26,3,"CD8 T"
"1471",3,3,4,13,6,3,5,498,389,51,33,8,1,665,2,1,6,13,2,2,4,2,8,3,4,3,1,99,0,"B"
"1472",522,1391,5,1,6,9,4,4,18,2,5,127,0,2,169,4,3,9,2,1,7,2,5,3,65,3,47,197,1,"mem CD4 T"
"1473",26,221,12,52,11,12,2,3,8,5,4,9,0,26,35,2,38,14,2,80,2,2,4,3,5,4,6,2052,3,"DC"
"1474",16,172,6,4,4,5,2,2,8,1,1,7,1,706,5,0,26,7,1,1,3,2,3,0,3,1,3,461,2,"DC"
"1475",14,158,11,4235,1057,24,2,6,13,12,4,18,0,12,118,5,68,109,0,146,10,5,11,18,16,1,11,337,2,"CD14 Mono"
"1476",14,90,4,2053,545,16,1,2,3,3,6,7,0,8,94,1,22,13,1,278,3,1,5,3,6,2,4,293,3,"CD14 Mono"
"1477",556,1449,9,13,10,13,2,4,9,5,246,196,0,19,132,0,5,109,1,3,84,1,4,7,126,3,89,15,2,"mem CD4 T"
"1478",429,1329,4,6,8,7,2,8,10,3,638,146,0,13,68,4,34,19,1,2,33,3,11,1,192,7,9,8,1,"mem CD4 T"
"1479",16,219,13,2648,538,15,3,7,16,5,5,17,0,27,95,8,46,17,2,239,6,5,6,2,3,4,9,361,1,"CD14 Mono"
"1480",664,884,7,7,9,4,2,5,0,2,537,135,0,281,4,3,14,2,2,5,37,4,12,2,45,6,5,7,0,"naive CD4 T"
"1481",17,370,7,1616,824,14,1,3,10,4,5,15,0,39,60,7,25,9,6,182,0,10,16,2,4,9,6,1394,5,"CD14 Mono"
"1482",877,9,492,248,14,9,6,3,10,9,6,12,0,306,13,5,2,27,0,4,8,0,4,7,121,4,7,17,1,"CD8 T"
"1483",1131,1141,8,2,15,5,3,1,9,8,604,86,0,232,8,3,25,6,2,9,58,1,15,2,35,6,9,12,1,"naive CD4 T"
"1484",240,4,274,43,3,5,1,3,6,9,737,13,1,176,17,1,83,21,2,4,61,0,7,3,47,2,3,8,4,"CD8 T"
"1485",9,300,5,2378,654,11,3,7,9,9,5,9,0,39,77,4,9,20,5,242,5,8,3,3,8,5,5,1331,5,"CD14 Mono"
"1486",4,17,0,19,8,6,0,2,6,1,1,3,0,3,9,1,87,5,2,1,0,0,3,1,0,1,1,144,2,"DC"
"1487",3,4,4,9,10,11,1,743,1489,18,43,5,1,755,3,2,18,10,6,8,5,3,14,6,8,3,6,718,2,"B"
"1488",981,923,5,7,9,8,5,0,7,3,708,149,0,92,19,3,319,9,1,6,47,7,17,4,152,3,11,17,1,"naive CD4 T"
"1489",353,1307,5,10,16,16,4,5,9,6,683,166,0,436,5,5,84,13,2,2,121,2,27,6,46,3,8,13,3,"naive CD4 T"
"1490",515,1180,3,7,14,9,4,5,6,22,83,252,0,9,168,8,2,9,3,5,267,2,8,5,58,1,16,15,3,"mem CD4 T"
"1491",633,881,3,7,14,9,4,5,9,0,500,84,0,157,8,5,21,6,0,0,78,4,20,4,39,4,6,10,1,"naive CD4 T"
"1492",945,1891,9,13,4,12,3,6,7,16,171,369,0,5,269,4,140,16,2,3,73,8,13,11,303,11,3,15,5,"mem CD4 T"
"1493",1292,1035,5,11,20,8,10,5,10,10,609,103,0,210,10,2,297,7,1,4,30,6,12,4,50,6,10,23,0,"naive CD4 T"
"1494",852,1011,8,5,10,14,2,1,4,7,748,126,0,435,6,4,17,5,0,5,44,1,20,1,48,5,7,18,0,"naive CD4 T"
"1495",12,6,5,11,14,10,2,348,286,14,3,19,2,1058,2,3,7,10,0,4,2,7,8,1,6,5,5,1605,1,"B"
"1496",717,1571,6,6,5,2,2,4,21,8,502,152,0,3,163,1,7,14,1,1,103,6,13,2,69,5,67,11,0,"mem CD4 T"
"1497",6,155,6,3,9,9,1,3,8,1,3,15,0,345,1,103,36,12,0,131,3,3,6,1,7,2,1,1293,2,"DC"
"1498",361,1321,5,7,7,11,4,0,43,2,266,117,0,6,190,3,13,10,1,1,47,1,7,1,35,6,38,12,11,"mem CD4 T"
"1499",17,177,9,3165,643,12,4,5,8,5,13,8,0,14,86,1,12,16,1,204,2,5,12,6,7,3,3,179,3,"CD14 Mono"
"1500",333,1137,3,15,15,4,0,4,9,11,4,221,0,3,223,2,5,5,2,3,68,3,5,3,74,6,6,17,3,"mem CD4 T"
"1501",4,7,2,145,7,6,74,1,2,4,3,6,0,672,3,64,1,11,2,2,3,2,6,0,3,7,3,18,36,"NK"
"1502",1,102,7,2368,597,13,0,2,7,8,2,8,0,6,59,2,9,26,1,143,2,0,7,3,5,2,2,165,4,"CD14 Mono"
"1503",321,932,2,7,10,14,2,4,9,4,432,161,0,7,150,2,2,6,2,2,89,3,4,4,30,4,5,12,1,"mem CD4 T"
"1504",8,209,10,2238,472,13,4,8,10,4,5,16,0,158,58,2,72,13,2,247,0,5,7,4,9,4,0,721,3,"CD14 Mono"
"1505",15,109,8,3056,742,17,4,4,10,6,5,19,0,22,78,2,74,33,2,227,10,4,9,3,3,2,6,308,6,"CD14 Mono"
"1506",10,198,3,1775,648,22,3,2,5,9,3,11,0,25,51,1,43,18,1,192,5,7,9,2,6,2,5,295,3,"CD14 Mono"
"1507",983,1051,10,2,13,9,1,3,10,1,883,141,0,220,17,3,20,10,1,4,43,3,10,4,94,4,7,11,4,"naive CD4 T"
"1508",8,128,9,1522,666,6,2,5,8,3,3,6,0,60,67,8,35,17,2,227,6,7,7,6,6,6,3,498,2,"CD14 Mono"
"1509",11,88,6,813,539,14,3,8,8,0,3,4,0,162,8,5,17,8,1,123,5,2,8,0,4,1,4,618,3,"CD14 Mono"
"1510",292,859,4,49,25,9,2,0,11,6,5,74,0,7,129,1,0,8,0,6,19,4,6,1,29,6,77,19,13,"mem CD4 T"
"1511",936,1054,5,14,11,13,6,2,8,3,403,128,0,126,26,4,18,6,2,1,11,3,8,1,66,5,5,10,3,"naive CD4 T"
"1512",29,210,4,102,5,4,1,3,6,1,2,11,0,49,30,4,110,9,0,58,3,0,4,1,10,1,7,694,2,"DC"
"1513",573,808,7,10,5,9,3,2,5,3,412,68,0,252,9,5,19,10,2,2,12,0,11,3,59,2,8,19,2,"naive CD4 T"
"1514",18,188,15,2639,1032,19,6,9,15,6,10,14,1,52,81,9,36,58,3,319,4,13,8,4,10,4,6,464,5,"CD14 Mono"
"1515",18,154,8,446,201,7,1,5,4,3,10,22,0,150,13,18,41,11,0,177,1,3,5,4,5,2,2,866,1,"CD14 Mono"
"1516",673,5,671,10,7,10,2,6,52,7,518,192,0,12,247,0,5,10,4,6,55,3,14,2,142,5,88,52,51,"CD8 T"
"1517",226,755,0,7,9,6,0,0,4,26,368,123,0,12,81,3,14,3,3,4,7,2,6,2,52,5,6,10,7,"mem CD4 T"
"1518",502,523,3,5,8,6,1,2,4,6,324,60,0,190,3,0,2,4,2,0,16,3,9,2,24,5,1,3,0,"naive CD4 T"
"1519",737,1208,6,11,8,10,0,5,17,3,427,120,0,116,19,2,38,5,3,1,37,2,20,2,58,2,11,13,0,"naive CD4 T"
"1520",530,585,4,14,5,5,2,1,5,87,318,197,0,8,59,3,73,6,1,3,3,8,7,4,301,2,3,328,15,"mem CD4 T"
"1521",14,135,16,3172,1023,24,7,4,16,7,5,19,0,15,127,9,13,44,0,154,5,14,8,4,9,11,8,285,8,"CD14 Mono"
"1522",569,1216,7,11,13,11,3,5,8,4,464,92,0,26,74,8,17,11,2,2,52,0,19,4,58,2,7,11,1,"mem CD4 T"
"1523",678,952,3,11,12,7,1,2,11,37,400,111,0,47,41,4,32,5,4,4,12,4,9,4,47,7,5,10,20,"naive CD4 T"
"1524",9,196,7,1759,469,13,1,9,11,10,9,21,0,10,70,5,19,22,0,146,8,4,5,3,5,5,4,588,1,"CD14 Mono"
"1525",406,1155,6,11,4,6,0,7,11,7,459,250,0,22,67,4,32,14,2,1,118,4,5,2,50,2,6,12,1,"mem CD4 T"
"1526",690,962,9,9,12,8,0,3,4,2,319,65,0,345,6,3,18,8,1,3,13,3,16,1,28,2,5,17,1,"naive CD4 T"
"1527",4,62,5,1386,450,8,1,1,8,4,4,5,0,128,18,3,9,8,0,248,3,0,5,2,7,2,2,236,4,"CD14 Mono"
"1528",478,908,3,4,11,3,4,1,8,3,381,72,0,40,11,3,1,10,0,0,26,1,7,0,27,3,5,16,4,"naive CD4 T"
"1529",655,897,2,16,15,7,0,1,4,8,557,79,1,246,5,4,11,9,1,0,73,6,20,1,36,5,4,13,3,"naive CD4 T"
"1530",336,1043,7,16,6,14,4,3,7,6,253,136,0,9,87,6,3,6,0,3,99,1,7,4,33,3,15,9,0,"mem CD4 T"
