"","X","CD45","CD3","CD19","CD123","CD11b","CD4","CD8a","CD11c","CD14","FceRI","gdTCR","CD45RA","TIM3","PD.L1","CD27","Tbet","CTLA4","FoxP3","CD33","CD45RO","CD127","CD197","Ki67","CD25","TCRva24Ja18","CD38","HLA.DR","PD.1","CD56","CD16","cluster.info"
"4215","V233822",533.939575195312,719.43017578125,7.07595586776733,7.98151731491089,0.464321166276932,321.485290527344,14.8673572540283,0,1.13919973373413,4.18309640884399,0.157196417450905,0,0,1.52601361274719,311.687469482422,13.5661973953247,1.44032692909241,2.80422210693359,0.0819619297981262,12.2474584579468,24.4001922607422,47.4208717346191,2.38305044174194,0,0,0,0.329708635807037,4.6710090637207,0,5.10125398635864,"naive CD4 T"
"4216","V144236",532.62060546875,540.269470214844,0.533689141273499,5.38258934020996,1.80954205989838,285.026489257812,3.53736448287964,0,0,2.4181923866272,0,7.44216823577881,7.31790161132812,12.7489614486694,331.185180664062,43.3558044433594,3.36495304107666,4.64783143997192,0,16.9915428161621,157.523239135742,39.7440795898438,2.1661696434021,1.6743072271347,0.597138345241547,1.13940608501434,0,11.0514764785767,0,0.585673570632935,"mem CD4 T"
"4217","V94457",344.706573486328,5.61192750930786,1.31617867946625,11.894775390625,99.2715454101562,107.023284912109,0,157.864456176758,157.848876953125,0.74089652299881,0,9.22112083435059,2.22476291656494,1.19844949245453,0,2.17649459838867,14.4787864685059,4.86711740493774,687.755920410156,17.1993885040283,0,6.13297128677368,124.120552062988,0.439019620418549,0,44.3462829589844,480.721160888672,0.216350451111794,2.09025430679321,0.51087760925293,"CD14 Mono"
"4218","V161313",344.370574951172,632.655029296875,0,0,3.48499083518982,214.92431640625,1.24427103996277,0,0,0,0.175191357731819,97.1172485351562,0,4.60977554321289,270.565368652344,1.17776310443878,0.556320667266846,0.116533234715462,0,0,58.1558494567871,211.086364746094,7.67812395095825,18.7526035308838,0,22.864351272583,0,0,0,8.00908470153809,"naive CD4 T"
"4219","V201999",445.329528808594,562.992492675781,0.368620991706848,0,0,236.574813842773,8.49568939208984,0,0,3.96566462516785,0,101.235153198242,0.96273010969162,2.58689761161804,591.055847167969,0.632056474685669,1.79801630973816,3.4008002281189,0,0,106.556129455566,171.865631103516,5.05736303329468,0,0,46.0684127807617,0.609957873821259,0,0.70471179485321,2.99542093276978,"naive CD4 T"
"4220","V223875",471.519989013672,700.048828125,3.69962668418884,3.20408821105957,5.56572532653809,263.4619140625,13.2723178863525,0,0,0.402851939201355,3.54865694046021,47.9769668579102,0.813063085079193,1.21367430686951,506.833312988281,3.34872579574585,5.88244533538818,0,0,3.54987072944641,61.6993598937988,118.293327331543,3.70387721061707,0,0,46.1419219970703,0,0,0,0,"naive CD4 T"
"4221","V128209",361.672882080078,9.23576545715332,1.02603590488434,1.3365740776062,91.2621002197266,75.251708984375,12.4652528762817,331.554565429688,338.393402099609,0,5.82428789138794,3.52872109413147,7.74597501754761,0,0,2.3565194606781,4.8462061882019,17.4873352050781,1016.71185302734,17.8487415313721,0,0.67559415102005,57.7642059326172,0,0,75.7241287231445,371.381256103516,0,0,0,"CD14 Mono"
"4222","V212084",398.206207275391,604.9111328125,2.45008254051208,5.94613742828369,5.69231653213501,251.879669189453,10.2119741439819,0,0,6.7674617767334,0,103.632713317871,0,0,620.799987792969,1.54060626029968,0.38138222694397,0,0,0.758504390716553,103.208473205566,120.617904663086,0,0,0,59.9409637451172,0,0,0,0.0286018438637257,"naive CD4 T"
"4223","V229285",500.341339111328,227.847915649414,3.30101180076599,0,1.91199004650116,205.251068115234,2.12889051437378,0,0,1.21498513221741,1.56670343875885,6.83161354064941,0,0.101961642503738,564.172668457031,13.2959823608398,6.58173227310181,14.6233415603638,0,3.21715211868286,5.86037540435791,32.9124031066895,0.95709365606308,114.943374633789,0.359861940145493,3.78383564949036,0.192886397242546,0.160590782761574,0,0,"mem CD4 T"
"4224","V86563",387.559143066406,202.583679199219,0.158700183033943,3.84403800964355,2.54810547828674,224.540969848633,18.1151695251465,0,0,0,0.332856923341751,1.07836723327637,1.15136790275574,4.77517747879028,174.320236206055,29.2023887634277,3.02690744400024,2.48879098892212,2.31243705749512,12.4201898574829,189.734481811523,2.03544855117798,2.60742807388306,3.60341143608093,0,0,0.0670372694730759,0,0,0,"mem CD4 T"
"4225","V62294",719.573120117188,9.13842582702637,847.385192871094,0.922076106071472,1.13419020175934,0.425715506076813,0,0,0.82104629278183,0,0,215.843048095703,0,0,7.26363372802734,4.71348571777344,2.35104584693909,4.24836444854736,4.26007175445557,0.215509131550789,0,126.213592529297,6.59155321121216,5.20954990386963,0,0.290846645832062,322.907897949219,0.235592067241669,0,0,"B"
"4226","V26410",388.248077392578,636.6435546875,1.17914342880249,1.11864137649536,2.92993593215942,248.421020507812,9.50123310089111,0,0,4.20563650131226,0,166.467666625977,0,0,454.946166992188,0,2.52404403686523,0.357544839382172,0.863526701927185,1.63040232658386,117.86572265625,159.295303344727,0,0.893028855323792,0,13.2704992294312,1.12045240402222,0,0,0,"naive CD4 T"
